date,open,high,low,close,volume,average,barCount
2000-03-16,141.63,146.84,140.88,146.34,25601400.0,146.344,1
2000-03-17,145.81,148.0,145.44,146.94,10272900.0,146.938,1
2000-03-20,146.88,147.34,144.78,146.19,12502300.0,146.188,1
2000-03-21,145.53,149.75,144.5,149.19,13612600.0,149.188,1
2000-03-22,149.56,150.84,148.69,150.09,8260000.0,150.094,1
2000-03-23,149.16,153.47,149.16,152.66,11654500.0,152.656,1
2000-03-24,152.88,155.75,151.72,153.56,11462900.0,153.562,1
2000-03-27,153.38,153.78,151.81,151.94,8798600.0,151.938,1
2000-03-28,151.25,152.98,150.59,151.06,6334400.0,151.062,1
2000-03-29,151.56,152.48,149.66,151.22,6747500.0,151.219,1
2000-03-30,150.16,151.92,147.13,148.69,9491900.0,148.688,1
2000-03-31,149.63,152.31,148.44,150.38,9249100.0,150.375,1
2000-04-03,150.13,151.25,148.69,151.25,8508200.0,151.25,1
2000-04-04,151.75,153.0,141.39,145.75,21060400.0,145.75,1
2000-04-05,147.88,150.81,147.63,149.19,8227900.0,149.188,1
2000-04-06,150.25,151.69,149.0,150.48,6378500.0,150.484,1
2000-04-07,151.56,152.13,150.5,151.44,6023600.0,151.438,1
2000-04-10,151.75,153.11,150.31,150.84,9624200.0,150.844,1
2000-04-11,150.0,151.63,148.38,150.41,9006400.0,150.406,1
2000-04-12,150.38,151.16,146.16,146.28,10779700.0,146.281,1
2000-04-13,147.47,148.16,141.13,144.25,12226800.0,144.25,1
2000-04-14,142.63,142.81,133.5,136.0,29604000.0,136.0,1
2000-04-17,135.19,140.75,134.69,140.75,23918200.0,140.75,1
